"file","series","year","category","check","evidence"
"europe/finl031.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","160 ID(s) run up against the year field, e.g. 'OLC1504A'"
"europe/finl032.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","36 ID(s) run up against the year field, e.g. 'OLC1151A'"
"europe/finl033.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","150 ID(s) run up against the year field, e.g. 'OLC0601A'"
"europe/finl034.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","214 ID(s) run up against the year field, e.g. 'OLC2451A'"
"europe/finl035.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","57 ID(s) run up against the year field, e.g. 'OLC1802A'"
"europe/finl036.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'OLC0202A'"
"europe/finl037.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","131 ID(s) run up against the year field, e.g. 'OLC2301A'"
"europe/finl038.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","21 ID(s) run up against the year field, e.g. 'NMB0071A'"
"europe/finl039.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","55 ID(s) run up against the year field, e.g. 'OMA0321A'"
"europe/finl040.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","43 ID(s) run up against the year field, e.g. 'OMA0521A'"
"europe/finl041.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'OLC2761A'"
"europe/finl042.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","103 ID(s) run up against the year field, e.g. 'OMA0141A'"
"europe/finl043.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","22 ID(s) run up against the year field, e.g. 'OLC2802A'"
"europe/finl044.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","84 ID(s) run up against the year field, e.g. 'KMA0040B'"
"europe/finl045.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","28 ID(s) run up against the year field, e.g. 'NGB0021B'"
"europe/finl046.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'OHC0001A'"
"europe/finl047.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","44 ID(s) run up against the year field, e.g. 'OFA0011A'"
"europe/finl048.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. 'NGC0001A'"
"europe/finl049.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","38 ID(s) run up against the year field, e.g. 'OKC0332A'"
"europe/finl050.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'OKC0101A'"
"europe/finl051.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","35 ID(s) run up against the year field, e.g. 'OLB0066A'"
"europe/finl052.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'OKC0251A'"
"europe/finl053.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'OKC0613A'"
"europe/finl067.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","31 ID(s) run up against the year field, e.g. 'OKC0507A'"
"europe/finl068.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'OKC0378A'"
"europe/finl069.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","42 ID(s) run up against the year field, e.g. '119612as'"
"europe/finl069x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","42 ID(s) run up against the year field, e.g. '119612as'"
"europe/finl070.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. '119931as'"
"europe/finl070x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. '119931as'"
"europe/finl071.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. '119814as'"
"europe/finl071x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. '119814as'"
"europe/finl072.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. '120917as'"
"europe/finl072x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. '120917as'"
"europe/finl073.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","22 ID(s) run up against the year field, e.g. '1210120a'"
"europe/finl073x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","22 ID(s) run up against the year field, e.g. '1210120a'"
"europe/finl074.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. '1202111a'"
"europe/finl074x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. '1202111a'"
"europe/finl075.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. 'Fi1Qr02a'"
"europe/finl076.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","32 ID(s) run up against the year field, e.g. 'Fi2Ps12a'"
"europe/finl077.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","39 ID(s) run up against the year field, e.g. 'Fi3Ps20a'"
"europe/finl078.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","110 ID(s) run up against the year field, e.g. 'ELA0101a'"
"europe/finl079.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","80 ID(s) run up against the year field, e.g. 'ELA0202a'"
"europe/finl080.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","99 ID(s) run up against the year field, e.g. 'ELH0101a'"
"europe/finl081.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","101 ID(s) run up against the year field, e.g. 'ELH0201a'"
"europe/finl082.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","144 ID(s) run up against the year field, e.g. 'ELI0101a'"
"europe/finl083.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","170 ID(s) run up against the year field, e.g. 'ELI0201a'"
"europe/finl084.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","86 ID(s) run up against the year field, e.g. 'ELI0301a'"
"europe/finl085.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","125 ID(s) run up against the year field, e.g. 'ELI0401a'"
"europe/finl086.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","88 ID(s) run up against the year field, e.g. 'ELK0301a'"
"europe/finl087.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","87 ID(s) run up against the year field, e.g. 'ELK0402a'"
"europe/finl088.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","126 ID(s) run up against the year field, e.g. 'ELK0501a'"
"europe/finl089.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","74 ID(s) run up against the year field, e.g. 'ELK0601a'"
"europe/finl090.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","93 ID(s) run up against the year field, e.g. 'ELM0101A'"
"europe/finl091.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","116 ID(s) run up against the year field, e.g. 'ELM0201A'"
"europe/finl092.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","84 ID(s) run up against the year field, e.g. 'ELP0101a'"
"europe/finl093.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","102 ID(s) run up against the year field, e.g. 'ELP0278A'"
"europe/finl094.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","98 ID(s) run up against the year field, e.g. 'ELS0101a'"
"europe/finl095.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","93 ID(s) run up against the year field, e.g. 'ELS0238a'"
"europe/finl096.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","73 ID(s) run up against the year field, e.g. 'KLA0101A'"
"europe/finl097.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","80 ID(s) run up against the year field, e.g. 'KLA0201A'"
"europe/finl1.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","45 ID(s) run up against the year field, e.g. 'OMA0601A'"
"europe/finl2.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","37 ID(s) run up against the year field, e.g. 'OMA0101A'"
"europe/finl3.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","36 ID(s) run up against the year field, e.g. 'OMA0021A'"
"europe/finl4.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","31 ID(s) run up against the year field, e.g. 'OMA0001A'"
"europe/fra061.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","170 ID(s) run up against the year field, e.g. 'HFA0201A'"
"europe/fra062.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","28 ID(s) run up against the year field, e.g. 'HFA0301A'"
"europe/fra063.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","41 ID(s) run up against the year field, e.g. 'HFA0401Z'"
"europe/fra064.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","98 ID(s) run up against the year field, e.g. 'HFB0101a'"
"europe/fra065.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'HFB0201a'"
"europe/fra066.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","104 ID(s) run up against the year field, e.g. 'HFB0300a'"
"europe/fra067.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","45 ID(s) run up against the year field, e.g. 'HFB0401a'"
"europe/fra068.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. 'HFC0101a'"
"europe/fra069.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","44 ID(s) run up against the year field, e.g. 'HFG0101A'"
"europe/fran001.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","18 ID(s) contain blanks, e.g. 'Q 3775'"
"europe/fran002.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","19 ID(s) contain blanks, e.g. 'Q 3838'"
"europe/fran003.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","24 ID(s) contain blanks, e.g. 'Q 3608'"
"europe/fran004.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","18 ID(s) contain blanks, e.g. 'Q 3757'"
"europe/fran005.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","7 ID(s) contain blanks, e.g. 'Q 3894'"
"europe/fran007.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","19 ID(s) contain blanks, e.g. 'Q 3875'"
"europe/fran009.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","32 ID(s) contain blanks, e.g. '606 12'"
"europe/fran009.rwl","606286",1824,"Normal practice, flagged for reference","interior year gap","68 year(s) missing (1824-1891); read.tucson fills these with 0 (read.tucson fabricates 114 zero(s) in this file)"
"europe/fran009.rwl","606286",1820,"Normal practice, flagged for reference","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 69-year gap separates the two blocks"
"europe/fran010.rwl","606425",1770,"Normal practice, flagged for reference","interior year gap","10 year(s) missing (1770-1779); read.tucson fills these with 0 (read.tucson fabricates 10 zero(s) in this file)"
"europe/fran011.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","25 ID(s) contain blanks, e.g. '607 17'"
"europe/fran011.rwl","607 52",1741,"Normal practice, flagged for reference","interior year gap","21 year(s) missing (1741-1830); read.tucson fills these with 0 (read.tucson fabricates 125 zero(s) in this file)"
"europe/fran011.rwl","607 54",1817,"Normal practice, flagged for reference","interior year gap","14 year(s) missing (1817-1830); read.tucson fills these with 0 (read.tucson fabricates 125 zero(s) in this file)"
"europe/fran011.rwl","607 55",1817,"Normal practice, flagged for reference","interior year gap","47 year(s) missing (1817-1863); read.tucson fills these with 0 (read.tucson fabricates 125 zero(s) in this file)"
"europe/fran011.rwl","607 84",1622,"Normal practice, flagged for reference","interior year gap","37 year(s) missing (1622-1658); read.tucson fills these with 0 (read.tucson fabricates 125 zero(s) in this file)"
"europe/fran011.rwl","607 52",1740,"Normal practice, flagged for reference","one ID carries two separate segments","stop marker ends a line at 1740 but the ID continues; a 8-year gap separates the two blocks"
"europe/fran011.rwl","607 54",1810,"Normal practice, flagged for reference","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 15-year gap separates the two blocks"
"europe/fran011.rwl","607 55",1810,"Normal practice, flagged for reference","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 48-year gap separates the two blocks"
"europe/fran011.rwl","607 84",1620,"Normal practice, flagged for reference","one ID carries two separate segments","stop marker ends a line at 1620 but the ID continues; a 38-year gap separates the two blocks"
"europe/fran013.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","17 ID(s) contain blanks, e.g. '707 14'"
"europe/fran014.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","25 ID(s) contain blanks, e.g. '207 13'"
"europe/fran041.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","52 ID(s) run up against the year field, e.g. 'BFV0102z'"
"europe/fran042.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","11 ID(s) contain blanks, e.g. '217 10a'"
"europe/fran042x.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","11 ID(s) contain blanks, e.g. '217 10a'"
"europe/fran043.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","82 ID(s) contain blanks, e.g. '128 01a'"
"europe/fran043x.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","82 ID(s) contain blanks, e.g. '128 01a'"
"europe/fran045.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","24 ID(s) run up against the year field, e.g. 'M109a_to'"
"europe/fran046.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","29 ID(s) run up against the year field, e.g. 'V221a_to'"
"europe/fran049.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","60 ID(s) run up against the year field, e.g. 'Fr2Qp37a'"
"europe/fran050.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","30 ID(s) run up against the year field, e.g. 'Fr3Qr11a'"
"europe/fran051x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. 'HFA0101A'"
"europe/fran052x.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'HFT0151A'"
"europe/fran5.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","27 ID(s) contain blanks, e.g. '205 12'"
"europe/fran6.rwl","215433",1939,"Normal practice, flagged for reference","interior year gap","1 year(s) missing (1939-1939); read.tucson fills these with 0 (read.tucson fabricates 2 zero(s) in this file)"
"europe/fran6.rwl","215433",1930,"Normal practice, flagged for reference","one ID carries two separate segments","stop marker ends a line at 1930 but the ID continues; a 2-year gap separates the two blocks"
"europe/fran7.rwl",NA,NA,"Normal practice, flagged for reference","blank inside series ID","23 ID(s) contain blanks, e.g. '802 11'"
"europe/germ148.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dhk0114m'"
"europe/germ149.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'dhk0217m'"
"europe/germ150.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'dhk0316m'"
"europe/germ151.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dhk0401m'"
"europe/germ152.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'dhk0501m'"
"europe/germ153.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dhk0601m'"
"europe/germ154.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dhk0813m'"
"europe/germ155.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","6 ID(s) run up against the year field, e.g. 'dhk0906m'"
"europe/germ156.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","7 ID(s) run up against the year field, e.g. 'dhk1007m'"
"europe/germ157.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dhk1113m'"
"europe/germ158.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'dhk1210m'"
"europe/germ159.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'dhk3512a'"
"europe/germ160.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'dhk3612m'"
"europe/germ161.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","9 ID(s) run up against the year field, e.g. 'dhk3810m'"
"europe/germ162.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","18 ID(s) run up against the year field, e.g. 'dpe0721m'"
"europe/germ163.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drb0316m'"
"europe/germ164.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'drb0517m'"
"europe/germ165.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","18 ID(s) run up against the year field, e.g. 'drb0620m'"
"europe/germ166.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drb0716m'"
"europe/germ167.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. 'drb0817m'"
"europe/germ168.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'drb1201m'"
"europe/germ169.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'drb1301m'"
"europe/germ170.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'drb3101m'"
"europe/germ171.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","7 ID(s) run up against the year field, e.g. 'drb3413m'"
"europe/germ172.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'drb3819b'"
"europe/germ173.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'dre0110m'"
"europe/germ174.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'dre0216m'"
"europe/germ175.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'dre0317m'"
"europe/germ176.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. 'dre0401m'"
"europe/germ177.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'dre0502m'"
"europe/germ178.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dre0613m'"
"europe/germ179.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dre0717m'"
"europe/germ180.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dre0814m'"
"europe/germ181.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'dre0915m'"
"europe/germ182.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'dre1001m'"
"europe/germ183.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dre1113m'"
"europe/germ184.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'dre1201m'"
"europe/germ185.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'dre1301m'"
"europe/germ186.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'dre1415m'"
"europe/germ187.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","11 ID(s) run up against the year field, e.g. 'dre2015m'"
"europe/germ188.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'dre2913m'"
"europe/germ189.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drh0116B'"
"europe/germ190.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drh0201m'"
"europe/germ191.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drh0301m'"
"europe/germ192.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","7 ID(s) run up against the year field, e.g. 'drh0408a'"
"europe/germ193.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","18 ID(s) run up against the year field, e.g. 'drh0501m'"
"europe/germ194.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'drh0601m'"
"europe/germ195.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drj0116m'"
"europe/germ196.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'drj0317m'"
"europe/germ197.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'drk0115m'"
"europe/germ198.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'drk0210m'"
"europe/germ199.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'drk0312m'"
"europe/germ200.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'drl0201m'"
"europe/germ201.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'drl0301m'"
"europe/germ202.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'drl0401m'"
"europe/germ203.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. 'drm0401m'"
"europe/germ204.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'drn0115m'"
"europe/germ205.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'drn2001m'"
"europe/germ206.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'dro0101m'"
"europe/germ207.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'dro0216m'"
"europe/germ208.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'dro0314z'"
"europe/germ21.rwl","109470",1530,"Normal practice, flagged for reference","interior year gap","10 year(s) missing (1530-1539); read.tucson fills these with 0 (read.tucson fabricates 10 zero(s) in this file)"
"europe/germ210.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. 'drp0201m'"
"europe/germ211.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. 'drp0301m'"
"europe/germ212.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'drp0512m'"
"europe/germ213.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","15 ID(s) run up against the year field, e.g. 'drr0601m'"
"europe/germ214.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","11 ID(s) run up against the year field, e.g. 'drs0115m'"
"europe/germ215.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","8 ID(s) run up against the year field, e.g. 'drs0908m'"
"europe/germ216.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","9 ID(s) run up against the year field, e.g. 'drt0315m'"
"europe/germ226.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","45 ID(s) run up against the year field, e.g. 'De1Qp03a'"
"europe/germ227.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","92 ID(s) run up against the year field, e.g. 'EDA0101a'"
"europe/germ228.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","35 ID(s) run up against the year field, e.g. 'EDD0109a'"
"europe/germ229.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","57 ID(s) run up against the year field, e.g. 'EDE0101a'"
"europe/germ230.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","60 ID(s) run up against the year field, e.g. 'EDF0101A'"
"europe/germ231.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","24 ID(s) run up against the year field, e.g. 'EDH0101a'"
"europe/germ232.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'EDH0201z'"
"europe/germ233.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","45 ID(s) run up against the year field, e.g. 'EDH0302A'"
"europe/germ234.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","91 ID(s) run up against the year field, e.g. 'EDH0401A'"
"europe/germ235.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","96 ID(s) run up against the year field, e.g. 'EDI0201A'"
"europe/germ236.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","42 ID(s) run up against the year field, e.g. 'EDL0101a'"
"europe/germ237.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","74 ID(s) run up against the year field, e.g. 'EDL0201a'"
"europe/germ238.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","80 ID(s) run up against the year field, e.g. 'EDP0101a'"
"europe/germ239.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","70 ID(s) run up against the year field, e.g. 'EDP0201a'"
"europe/germ240.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'EDS0101a'"
"europe/germ241.rwl",NA,NA,"Normal practice, flagged for reference","ID fills all 8 columns","50 ID(s) run up against the year field, e.g. 'EDW0201B'"
