"file","category","n_findings","checks","species","n_series","n_cells","yr_first","yr_last"
"europe/deu480.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",46,6406,1832,2011
"europe/deu481.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",39,2938,1872,2011
"europe/deu482.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",148,17254,1859,2011
"europe/deu483.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",100,9473,1869,2012
"europe/deu484.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",59,4720,1894,2013
"europe/deu485.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",47,2213,1960,2016
"europe/deu486.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",44,1980,1959,2016
"europe/deu487.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",89,3683,1918,2017
"europe/deu488.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",82,5366,1945,2019
"europe/deu489.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",76,4460,1948,2019
"europe/deu491.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",56,4752,1914,2020
"europe/deu492.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",24,2412,1911,2020
"europe/deu493.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",86,16632,1718,2022
"europe/esp090.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus uncinata Mill. ex Mirb.",99,8629,1678,2009
"europe/esp091.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus uncinata Mill. ex Mirb.",86,9010,1841,2009
"europe/esp092.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus uncinata Mill. ex Mirb.",101,8683,1658,2009
"europe/esp093.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus uncinata Mill. ex Mirb.",148,19216,1714,2009
"europe/esp094.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus uncinata Mill. ex Mirb.",66,9429,1529,2009
"europe/esp095.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus uncinata Mill. ex Mirb.",46,9976,1534,2009
"europe/esp096.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus thurifera L.",82,9455,1809,2010
"europe/esp097.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus thurifera L.",57,11136,1681,2010
"europe/esp098.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",105,26247,1530,2015
"europe/esp099.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",177,49080,1272,2015
"europe/esp099x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",45,14726,1209,2014
"europe/esp101.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",159,43386,1268,2015
"europe/esp101x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",24,8505,1268,2014
"europe/fin098.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",76,6812,1760,2011
"europe/fin099.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",84,4975,1756,2011
"europe/fin101.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",101,8966,1798,2013
"europe/fin102.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",47,7953,1696,2016
"europe/fin103.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",46,7028,1840,2016
"europe/fin104.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",47,9454,1678,2016
"europe/fin105.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",46,8008,1705,2016
"europe/fin106.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",42,5818,1735,2016
"europe/fin107.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",40,5620,1776,2016
"europe/fin108.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",36,4860,1794,2016
"europe/fin109.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",44,8065,1687,2016
"europe/fin110x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",17,1704,1845,2011
"europe/fin111x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",19,3510,1695,2011
"europe/fin112x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",18,1490,1893,2011
"europe/fin113x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",20,1805,1896,2011
"europe/fin114x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",20,2059,1855,2011
"europe/fin115x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",20,2181,1885,2011
"europe/finl021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",85,24454,1410,2001
"europe/finl022.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",44,11404,1659,1992
"europe/finl023.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",18,3077,1623,1851
"europe/finl024.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",17,2040,1676,1844
"europe/finl025.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",16,3903,1381,1823
"europe/finl026.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",19,3280,1505,1772
"europe/finl027.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",15,3275,1454,1779
"europe/finl028.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",39,7547,1220,1850
"europe/finl029.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",21,3424,1144,1705
"europe/finl030.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",158,23579,595,1816
"europe/finl031.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",160,28707,535,1744
"europe/finl032.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",36,6464,844,1693
"europe/finl033.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",150,26703,582,1742
"europe/finl034.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",214,31863,559,1732
"europe/finl035.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",57,7251,885,1698
"europe/finl036.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",12,2244,1233,1831
"europe/finl037.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",131,21778,845,1330
"europe/finl038.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",21,2100,1850,1993
"europe/finl039.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",55,6731,1864,1993
"europe/finl040.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",43,6257,1798,1993
"europe/finl041.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",33,4123,1851,2002
"europe/finl042.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",103,15758,1799,2002
"europe/finl043.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",22,2277,1865,2001
"europe/finl044.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",84,11442,1815,2001
"europe/finl045.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",28,6187,1740,2001
"europe/finl046.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",33,6179,1758,2001
"europe/finl047.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",44,9366,1622,2001
"europe/finl048.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",17,2907,1484,1688
"europe/finl049.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",38,6246,1821,2001
"europe/finl050.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",14,2684,1551,1832
"europe/finl051.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",35,6450,1559,1873
"europe/finl052.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",33,3622,1882,2001
"europe/finl053.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",20,3759,1497,1857
"europe/finl067.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",31,5229,1472,1879
"europe/finl068.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",10,1445,1602,1841
"europe/finl069.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",98,26421,1475,2006
"europe/finl069x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",98,26421,1475,2006
"europe/finl070.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",61,6838,1844,2006
"europe/finl070x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",61,6838,1844,2006
"europe/finl071.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",65,10828,1653,2006
"europe/finl071x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",65,10828,1653,2006
"europe/finl072.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",82,13727,1724,2006
"europe/finl072x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",82,13727,1724,2006
"europe/finl073.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",65,9273,1572,2006
"europe/finl073x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",65,9273,1572,2006
"europe/finl074.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",48,8124,1569,2006
"europe/finl074x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",48,8124,1569,2006
"europe/finl075.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",19,2608,1822,2004
"europe/finl076.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",32,11134,1508,2003
"europe/finl077.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",39,14522,1580,2003
"europe/finl078.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",110,12175,1700,2011
"europe/finl082.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",144,13627,1717,2011
"europe/finl085.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",125,7778,1881,2011
"europe/finl088.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",126,27138,1511,2011
"europe/finl089.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",74,10489,1654,2011
"europe/finl090.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",93,7454,1875,2011
"europe/finl091.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",116,10130,1881,2011
"europe/finl092.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",84,6738,1850,2011
"europe/finl093.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",102,10343,1824,2011
"europe/finl094.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",98,5449,1848,2011
"europe/finl096.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",73,9929,1752,2015
"europe/finl097.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",80,11537,1744,2015
"europe/finl1.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",45,5528,1704,1993
"europe/finl2.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",37,5368,1783,1993
"europe/finl3.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",36,4840,1786,1993
"europe/finl4.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",31,4382,1774,1993
"europe/fra061.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",170,43937,1131,2017
"europe/fra062.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",28,5297,1163,1892
"europe/fra063.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",41,9123,948,1925
"europe/fra064.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",98,35435,1126,2017
"europe/fra065.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",33,8159,1389,2017
"europe/fra066.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",104,20838,962,1844
"europe/fra067.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",45,7992,1129,1824
"europe/fra068.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",19,3478,1640,2016
"europe/fra069.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",44,11385,1192,2017
"europe/fran001.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Quercus robur L. = Quercus pendunculata Ehrl.",18,3906,1732,1979
"europe/fran002.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",19,2859,1801,1979
"europe/fran003.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Quercus robur L. = Quercus pendunculata Ehrl.",25,7994,1531,1979
"europe/fran004.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Quercus robur L. = Quercus pendunculata Ehrl.",18,2035,1828,1979
"europe/fran005.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Quercus robur L. = Quercus pendunculata Ehrl.",7,925,1824,1979
"europe/fran007.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Quercus robur L. = Quercus pendunculata Ehrl.",19,3039,1719,1979
"europe/fran010.rwl","Normal practice, flagged for reference",1,"interior year gap","Larix decidua Mill.",16,10908,933,1963
"europe/fran013.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Picea abies (L.) H. Karst.",17,2997,1740,1973
"europe/fran014.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus sylvestris L.",27,4604,1735,1973
"europe/fran041.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",52,6910,1781,2003
"europe/fran042.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus uncinata Mill. ex Mirb.",83,10429,1736,2004
"europe/fran042x.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus uncinata Mill. ex Mirb.",83,10425,1736,2004
"europe/fran043.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus uncinata Mill. ex Mirb.",82,14199,1324,2005
"europe/fran043x.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus uncinata Mill. ex Mirb.",82,14199,1324,2005
"europe/fran045.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix decidua Mill.",141,31041,946,2007
"europe/fran046.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix decidua Mill.",123,22873,1356,2007
"europe/fran049.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",60,12374,1306,2000
"europe/fran050.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",30,3230,1751,1998
"europe/fran051x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",19,10312,1168,2016
"europe/fran052x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",20,5796,1479,2016
"europe/fran5.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus sylvestris L.",135,15734,1762,1983
"europe/fran7.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Abies alba Mill.",54,9695,1653,1975
"europe/germ148.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",13,1850,1770,2005
"europe/germ149.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",15,2303,1835,2005
"europe/germ150.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",16,2545,1837,2005
"europe/germ151.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",13,2319,1764,2005
"europe/germ152.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",16,3196,1789,2005
"europe/germ153.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",13,1768,1862,2005
"europe/germ154.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",13,2078,1809,2005
"europe/germ155.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",6,831,1855,2005
"europe/germ156.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",7,1041,1846,2005
"europe/germ157.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",13,1589,1849,2005
"europe/germ158.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",10,1482,1847,2005
"europe/germ159.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",12,1425,1880,2009
"europe/germ160.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",12,1602,1871,2009
"europe/germ161.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",9,838,1907,2009
"europe/germ162.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",18,1096,1924,2009
"europe/germ163.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",16,1396,1899,2004
"europe/germ164.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",15,1722,1851,2004
"europe/germ165.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",18,2294,1847,2004
"europe/germ166.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",16,1755,1868,2004
"europe/germ167.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",17,2048,1850,2004
"europe/germ168.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",12,1835,1829,2005
"europe/germ169.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",12,1780,1836,2005
"europe/germ170.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",14,2105,1846,2006
"europe/germ171.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",7,713,1890,2005
"europe/germ172.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",15,1191,1916,2008
"europe/germ173.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",10,1512,1828,2004
"europe/germ174.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",16,2084,1829,2004
"europe/germ175.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",16,2532,1823,2004
"europe/germ176.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",17,1723,1889,2004
"europe/germ177.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",14,1831,1858,2004
"europe/germ178.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",13,1766,1848,2004
"europe/germ179.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",13,2151,1806,2004
"europe/germ180.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",13,1707,1858,2005
"europe/germ181.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",14,2511,1808,2004
"europe/germ182.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",14,2514,1817,2004
"europe/germ183.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",13,2012,1835,2004
"europe/germ184.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",15,2332,1818,2004
"europe/germ185.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",15,1808,1864,2004
"europe/germ186.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",14,1936,1854,2005
"europe/germ187.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",11,1706,1844,2009
"europe/germ188.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",13,1954,1854,2011
"europe/germ189.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",16,1784,1877,2005
"europe/germ190.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",16,2349,1839,2005
"europe/germ191.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",16,3005,1723,2005
"europe/germ192.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",7,882,1872,2005
"europe/germ193.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",18,2571,1856,2005
"europe/germ194.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",14,1970,1852,2005
"europe/germ195.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",16,2321,1822,2005
"europe/germ196.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",16,3097,1749,2005
"europe/germ197.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",14,1802,1852,2005
"europe/germ198.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",10,1242,1864,2005
"europe/germ199.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",12,1708,1848,2005
"europe/germ200.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",12,1517,1854,2005
"europe/germ201.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",12,1658,1857,2005
"europe/germ202.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",12,1617,1777,2005
"europe/germ203.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",17,2123,1867,2007
"europe/germ204.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,2110,1845,2005
"europe/germ205.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",13,2910,1772,2009
"europe/germ206.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",15,1934,1838,2005
"europe/germ207.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",16,2283,1749,2005
"europe/germ208.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",14,1701,1841,2005
"europe/germ21.rwl","Normal practice, flagged for reference",1,"interior year gap","Pinus cembra L.",22,4446,1466,1837
"europe/germ210.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",19,3476,1798,2006
"europe/germ211.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",19,3606,1799,2006
"europe/germ212.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",10,1873,1801,2006
"europe/germ213.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",15,2386,1839,2008
"europe/germ214.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",11,1014,1886,2001
"europe/germ215.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Fagus sylvatica L.",8,846,1872,2005
"europe/germ216.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",9,1439,1837,2005
